Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Target
-2.9937066026606227,-1.7774867872212134,2.1359456313772887,0.5980302030508262,1.873941018477455,-0.44672817900715134,-1.4151207308924079,0.5170351394617066,-0.40231002275272265,-1.7021504732706219,-0.22820798825999222,-1.7397165621377053,-3.2786309163239102,-0.4762312408292929,-1.1330272126626095,1
-1.1617513001764113,1.280598165706278,0.28794411095143324,1.4587652847477228,1.4151535060229383,1.6813291850139809,3.025278783925181,1.214245915509903,0.5644982040474971,-0.3013487026987539,-0.37244382180416746,-0.7245578956563081,-6.605608755200577,2.908557757751241,-2.310447357831208,0
-0.526482354794923,0.6145321084277788,-1.0517364804988287,2.0423864938243073,1.0528038304317568,1.7085926104056273,3.9072731970815684,1.5677932499375427,1.5407523765167723,3.5742547842345367,-0.7736050281915641,-0.7942042814260052,-5.627140189023854,-0.19128167156020537,-2.3303920438171257,0
0.007673193321506307,0.6532374912353782,1.7053705611770078,-2.8957619984930165,0.4009032435457083,1.4158879499470793,-3.217083451267855,-6.583765693033096,-1.6133682362049397,1.325254983009735,0.7229656827066788,3.741196591656659,1.7014340521037001,0.8556717062964861,-1.4541942029369581,0
-0.885668184006416,-0.00955504636456328,-3.163165174938079,2.279572452588776,-0.5530705509463316,1.1168709762530438,4.939584462418899,3.441886913548309,-1.3387237061355735,-0.2312091470634483,-0.4673724852847696,-2.970828838106342,-2.3745886860782677,0.07151309996477218,-1.2384321685463038,0
-0.235164878251097,1.4405941442939425,-1.9027830891406625,0.29661844816640903,5.705937098625214,-2.0293961383966925,-7.84292434792546,-0.002604880154867442,1.645354952270745,2.209134382811592,-1.9892545035788953,0.6946918265326194,-3.4415404633243742,-4.433715072677985,-1.3045575669248157,0
-1.1084970907967833,1.7438193310994725,-2.4896002093666216,4.176423682994823,2.2698079978592083,0.05348895364493855,3.7844486129029087,6.074809078360612,-2.2912928068840652,2.8400489223571164,-2.0409277704847444,-1.5943617944420723,-7.3261286956702385,-0.8449020821702086,-1.143504812546336,0
-1.1741423724811146,-0.5839974004559604,-1.6584733155696165,-0.36533112605417295,2.416767756994523,3.848142245258151,3.5395700949368436,2.4043480731555396,0.43128381688629847,2.950640567630305,0.5035566145904631,-4.725165759168686,-4.6990295131025475,-1.3490051757522308,-0.28469895037042336,1
0.47474210483989104,-2.1706564203857166,-0.1146557242197983,-0.41401149182841324,1.9492077836533173,-0.9992332879053576,-2.3491804489800194,-2.5277562359627157,0.6102350056939962,-0.8525854426959658,0.1357267102051617,0.9460738853683088,3.3192540385055116,-0.9535768199922584,2.020986940385602,1
0.03756685870725232,-3.6883387056752728,3.7922076352164757,-3.4466371198132952,5.59263158821909,0.18253984542647872,-5.389717820450897,-3.072602862306031,0.01783225452975753,-0.4093888645211724,-0.6408478004718294,-1.5964479095525212,-1.9383611986513951,-0.45939757238292345,1.3707385642837084,1
1.2762639878735544,2.0606021558940304,3.15157093170951,0.1325902581955174,3.472847137419339,0.5155818604077222,-5.204338851292513,-2.7746786680431903,-0.18716554786386091,-1.222380089146289,1.3772899865820496,1.864653087055741,-6.060613923981248,0.6650598399679726,-2.8771970016952784,0
-1.5031550695996019,-1.7397905861538026,-3.6295603220655286,0.7097686267894141,-3.2392429428784677,3.9324871052309778,9.772562250800226,5.458247931043244,0.29401639930663104,-1.4158778807140342,-3.197824827478968,-2.193221537942165,7.028180930210206,-0.06400629656952084,2.3354657300703026,1
-0.49920199827593026,-0.9828518173159726,-5.319986780996395,2.4377834576023423,-2.01283130089846,1.591933500893282,6.988208100459633,-5.537334355437642,1.8701386928213053,4.180951202378514,1.9197438867913919,4.716234367605983,7.496072504469156,0.18790459252820702,1.9963599560346288,1
-0.7090289023149722,-2.19435583784114,1.3109886611919144,-0.3229663974305996,-0.854340286548477,1.14107741634953,-1.6441665612984775,-0.845924716463711,-1.6840040177961646,-3.366665074828372,-2.37984354175254,0.5004865815525599,4.242383438813161,-2.8785927626628203,-2.80232007171497,1
-1.2083035156593327,-2.5015481566666002,2.781373915865246,-3.379234063781299,1.8232435212517908,1.9845454586760547,-3.186270533934463,-8.195501149317547,-1.6795027929134034,0.4855244071999192,1.3408787635176047,3.188696542185221,4.305787705569156,0.08180928325661463,0.6789347405552426,0
-0.35928530430641653,-3.081615937074864,-2.3894012262247513,2.0028960101205424,0.00588579440735848,-2.3092648345579763,0.46813053095270035,1.5824058419236315,1.0896295229091613,-1.137928290839719,-1.44177896211959,-2.402700189834852,1.328933240700767,-2.6394671873424436,-0.6024208771334254,0
-1.8789809447538273,-0.898366134728619,3.153616479501836,0.27987594787522463,-1.6453467796735293,1.8733934206487535,3.466890899593136,2.629966245335189,1.1748140575856918,-1.4499615255954623,-3.3822217367617378,2.8512858582154474,4.909738317925999,0.5189362834773461,1.8927417284353796,1
-1.173630392546798,1.6135894316324815,0.12483042624413576,-2.576645511047236,0.9909037791091423,-3.015195115533545,-4.312661473253774,-0.26206364457678166,0.3629957034326874,2.8300394325116915,-2.227548285220733,0.1918403346416344,-3.4889211966439992,1.1341795509548835,-0.9189377958050347,0
